Time,Speed,RPM,nGear,Throttle,Brake,DRS,Distance,RelativeDistance,X,Y,Z
0 days 00:00:21.396000,80.0,6779.0,2,0.0,False,0,1110.801111111111,0.3368787643545139,-1305.977413873504,-256.3748612932261,733.0555952596414
0 days 00:00:21.439000,79.46383985771259,6762.486267617548,2,0.4289281138299305,False,0,1111.712798329928,0.3371552567532707,-1299.0,-263.0,732.0
0 days 00:00:21.639000,76.97007546569952,6685.678324343546,2,2.4239396274403777,False,0,1115.8238442598752,0.3384020362705328,-1271.0,-295.0,728.0
0 days 00:00:21.797000,75.0,6625.0,2,4.0,False,0,1119.1552777777777,0.3394123784423349,-1254.861397089385,-320.75383308664,726.6466007722647
0 days 00:00:21.839000,76.0499968,6768.674562133333,2,10.2999808,False,0,1120.0728294003682,0.3396906493710888,-1250.0,-332.0,726.0
0 days 00:00:21.999000,80.0499968,7316.007895466667,2,34.2999808,False,0,1123.680080958723,0.3407846403975103,-1229.0,-391.0,722.0
0 days 00:00:22.037000,81.0,7446.0,2,40.0,False,0,1124.5552777777775,0.3410500661519688,-1225.322269812628,-402.1060918530134,721.1998322440832
0 days 00:00:22.237000,85.0,7995.0,2,46.0,False,0,1129.2774999999997,0.342482200465949,-1217.4539233662367,-430.3878144129063,718.8556209983425
0 days 00:00:22.379000,89.25999616,8092.26991232,2,48.83999744,False,0,1132.8044566529968,0.3435518400146574,-1213.0,-451.0,717.0
0 days 00:00:22.437000,91.0,8132.0,2,50.0,False,0,1134.3330555555551,0.3440154266138574,-1210.059598006136,-463.6622265490119,715.9208576237357
0 days 00:00:22.580000,96.3624928,8569.57941248,2,57.50748992,False,0,1138.3826123847643,0.3452435579932388,-1201.0,-501.0,713.0
0 days 00:00:22.759000,103.0749952,9117.31960832,2,66.90499328,False,0,1143.808593460862,0.3468891251267631,-1188.0,-549.0,710.0
0 days 00:00:22.837000,106.0,9356.0,2,71.0,False,0,1146.1108333333332,0.3475873380793141,-1179.432600141031,-577.3619553028643,707.7854726289515
0 days 00:00:22.997000,106.0,10476.0,2,74.0,False,0,1150.8219444444444,0.3490161026654969,-1157.810115648918,-645.3033095013719,701.8209177331826
0 days 00:00:23.059000,110.47776853333332,10537.138762666667,2,76.0666624,False,0,1152.845057678832,0.3496296633468218,-1151.0,-666.0,700.0
0 days 00:00:23.339000,130.69999075555555,10813.24987377778,2,85.39999573333333,False,0,1163.3216616780453,0.352806960681676,-1129.0,-725.0,695.0
0 days 00:00:23.357000,132.0,10831.0,2,86.0,False,0,1164.0219444444444,0.3530193392890465,-1127.0195896982932,-729.7757276616668,694.5899467766034
0 days 00:00:23.557000,142.0,10674.0,2,88.0,False,0,1171.9108333333334,0.355411846025343,-1097.1166269584492,-800.0352703635492,688.5204418512639
0 days 00:00:23.700000,142.5107136,10426.303904,2,43.0572032,False,0,1177.6956232114098,0.357166231078332,-1073.0,-855.0,685.0
0 days 00:00:23.760000,142.72500022857142,10322.374889142857,2,24.199979885714285,False,0,1180.0949982854988,0.3578939027578945,-1063.0,-877.0,684.0
0 days 00:00:23.837000,143.0,10189.0,3,0.0,True,0,1183.0330555555556,0.3587849435507412,-1048.2572442017065,-905.8499807589396,681.790649199555
0 days 00:00:24,130.73666491987356,10218.636393110306,3,0.0,True,0,1188.7292680018793,0.3605124652386687,-1018.0,-958.0,676.0
0 days 00:00:24.156000,119.0,10247.0,3,0.0,True,0,1193.5777777777778,0.3619828994738592,-1008.670070042732,-972.2146787826734,675.1548379540745
0 days 00:00:24.280000,110.93998336,10165.15983104,3,0.0,True,0,1197.0528662011357,0.3630368086591971,-1001.0,-982.0,675.0
