Driver,DriverNumber,LapNumber,LapTime,Stint,Compound,TyreLife,PitInTime,PitOutTime,Sector1Time,Sector2Time,Sector3Time,Position,TrackStatus,IsAccurate
ANT,12,75.0,0 days 00:01:14.834000,3.0,HARD,4.0,,,0 days 00:00:19.390000,0 days 00:00:35.555000,0 days 00:00:19.889000,18.0,1,True
BEA,87,5.0,0 days 00:01:15.576000,2.0,HARD,4.0,,,0 days 00:00:20.059000,0 days 00:00:35.746000,0 days 00:00:19.771000,19.0,1,True
BEA,87,6.0,0 days 00:01:14.855000,2.0,HARD,5.0,,,0 days 00:00:19.719000,0 days 00:00:35.412000,0 days 00:00:19.724000,19.0,1,True
BEA,87,7.0,0 days 00:01:15.058000,2.0,HARD,6.0,,,0 days 00:00:19.736000,0 days 00:00:35.502000,0 days 00:00:19.820000,19.0,1,True
BEA,87,8.0,0 days 00:01:18.303000,2.0,HARD,7.0,,,0 days 00:00:19.782000,0 days 00:00:37.095000,0 days 00:00:21.426000,18.0,12,True
BEA,87,9.0,0 days 00:01:16.467000,2.0,HARD,8.0,,,0 days 00:00:19.799000,0 days 00:00:36.351000,0 days 00:00:20.317000,18.0,2,True
BEA,87,10.0,0 days 00:01:19.555000,2.0,HARD,9.0,,,0 days 00:00:20.089000,0 days 00:00:38.146000,0 days 00:00:21.320000,18.0,2,True
BEA,87,11.0,0 days 00:01:20.017000,2.0,HARD,10.0,,,0 days 00:00:20.767000,0 days 00:00:37.739000,0 days 00:00:21.511000,18.0,21,True
BEA,87,12.0,0 days 00:01:19.401000,2.0,HARD,11.0,,,0 days 00:00:20.832000,0 days 00:00:37.372000,0 days 00:00:21.197000,17.0,1,True
BEA,87,13.0,0 days 00:01:19.680000,2.0,HARD,12.0,,,0 days 00:00:21.010000,0 days 00:00:37.726000,0 days 00:00:20.944000,16.0,1,True
BEA,87,14.0,0 days 00:01:18.386000,2.0,HARD,13.0,,,0 days 00:00:20.584000,0 days 00:00:36.922000,0 days 00:00:20.880000,16.0,1,True
BEA,87,15.0,0 days 00:01:19.194000,2.0,HARD,14.0,,,0 days 00:00:20.737000,0 days 00:00:37.281000,0 days 00:00:21.176000,16.0,1,True
BEA,87,16.0,0 days 00:01:20.638000,2.0,HARD,15.0,,,0 days 00:00:20.815000,0 days 00:00:37.751000,0 days 00:00:22.072000,16.0,1,True
BEA,87,19.0,0 days 00:01:16.285000,3.0,MEDIUM,2.0,,,0 days 00:00:20.239000,0 days 00:00:35.836000,0 days 00:00:20.210000,19.0,1,True
BEA,87,20.0,0 days 00:01:16.530000,3.0,MEDIUM,3.0,,,0 days 00:00:20.221000,0 days 00:00:35.927000,0 days 00:00:20.382000,19.0,1,True
BEA,87,21.0,0 days 00:01:17.189000,3.0,MEDIUM,4.0,,,0 days 00:00:20.282000,0 days 00:00:36.288000,0 days 00:00:20.619000,19.0,1,True
BEA,87,22.0,0 days 00:01:16.562000,3.0,MEDIUM,5.0,,,0 days 00:00:20.098000,0 days 00:00:35.991000,0 days 00:00:20.473000,19.0,1,True
BEA,87,23.0,0 days 00:01:16.542000,3.0,MEDIUM,6.0,,,0 days 00:00:20.116000,0 days 00:00:36.085000,0 days 00:00:20.341000,19.0,1,True
BEA,87,24.0,0 days 00:01:17.056000,3.0,MEDIUM,7.0,,,0 days 00:00:20.147000,0 days 00:00:36.396000,0 days 00:00:20.513000,19.0,1,True
BEA,87,25.0,0 days 00:01:18.369000,3.0,MEDIUM,8.0,,,0 days 00:00:20.168000,0 days 00:00:36.344000,0 days 00:00:21.857000,19.0,1,True
BEA,87,26.0,0 days 00:01:18.034000,3.0,MEDIUM,9.0,,,0 days 00:00:20.397000,0 days 00:00:35.922000,0 days 00:00:21.715000,17.0,1,True
BEA,87,27.0,0 days 00:01:17,3.0,MEDIUM,10.0,,,0 days 00:00:20.347000,0 days 00:00:36.217000,0 days 00:00:20.436000,17.0,1,True
BEA,87,28.0,0 days 00:01:17.126000,3.0,MEDIUM,11.0,,,0 days 00:00:19.849000,0 days 00:00:36.274000,0 days 00:00:21.003000,17.0,1,True
BEA,87,29.0,0 days 00:01:21.565000,3.0,MEDIUM,12.0,,,0 days 00:00:21.657000,0 days 00:00:37.251000,0 days 00:00:22.657000,17.0,1,True
BEA,87,30.0,0 days 00:01:18.778000,3.0,MEDIUM,13.0,,,0 days 00:00:21.050000,0 days 00:00:36.419000,0 days 00:00:21.309000,17.0,1,True
BEA,87,31.0,0 days 00:01:19.927000,3.0,MEDIUM,14.0,,,0 days 00:00:21.651000,0 days 00:00:37.135000,0 days 00:00:21.141000,17.0,1,True
BEA,87,32.0,0 days 00:01:20.227000,3.0,MEDIUM,15.0,,,0 days 00:00:21.452000,0 days 00:00:37.293000,0 days 00:00:21.482000,17.0,1,True
BEA,87,33.0,0 days 00:01:18.784000,3.0,MEDIUM,16.0,,,0 days 00:00:20.359000,0 days 00:00:36.752000,0 days 00:00:21.673000,17.0,1,True
BEA,87,34.0,0 days 00:01:19.725000,3.0,MEDIUM,17.0,,,0 days 00:00:20.863000,0 days 00:00:37.773000,0 days 00:00:21.089000,17.0,1,True
BEA,87,35.0,0 days 00:01:18.006000,3.0,MEDIUM,18.0,,,0 days 00:00:20.193000,0 days 00:00:36.625000,0 days 00:00:21.188000,17.0,1,True
BEA,87,36.0,0 days 00:01:19.059000,3.0,MEDIUM,19.0,,,0 days 00:00:20.575000,0 days 00:00:37.299000,0 days 00:00:21.185000,17.0,1,True
BEA,87,37.0,0 days 00:01:18.885000,3.0,MEDIUM,20.0,,,0 days 00:00:20.395000,0 days 00:00:37.292000,0 days 00:00:21.198000,16.0,12,True
BEA,87,38.0,0 days 00:01:18.333000,3.0,MEDIUM,21.0,,,0 days 00:00:20.366000,0 days 00:00:36.990000,0 days 00:00:20.977000,16.0,1,True
BEA,87,39.0,0 days 00:01:18.791000,3.0,MEDIUM,22.0,,,0 days 00:00:20.790000,0 days 00:00:36.868000,0 days 00:00:21.133000,16.0,1,True
BEA,87,40.0,0 days 00:01:18.768000,3.0,MEDIUM,23.0,,,0 days 00:00:20.406000,0 days 00:00:37.307000,0 days 00:00:21.055000,16.0,1,True
BEA,87,41.0,0 days 00:01:18.741000,3.0,MEDIUM,24.0,,,0 days 00:00:20.404000,0 days 00:00:37.170000,0 days 00:00:21.167000,16.0,1,True
BEA,87,42.0,0 days 00:01:17.424000,3.0,MEDIUM,25.0,,,0 days 00:00:20.186000,0 days 00:00:36.643000,0 days 00:00:20.595000,16.0,1,True
BEA,87,43.0,0 days 00:01:17.648000,3.0,MEDIUM,26.0,,,0 days 00:00:20.070000,0 days 00:00:36.628000,0 days 00:00:20.950000,16.0,1,True
BEA,87,44.0,0 days 00:01:18.511000,3.0,MEDIUM,27.0,,,0 days 00:00:20.384000,0 days 00:00:37.091000,0 days 00:00:21.036000,15.0,1,True
BEA,87,45.0,0 days 00:01:19.057000,3.0,MEDIUM,28.0,,,0 days 00:00:20.513000,0 days 00:00:37.519000,0 days 00:00:21.025000,15.0,1,True
BEA,87,46.0,0 days 00:01:19.294000,3.0,MEDIUM,29.0,,,0 days 00:00:20.344000,0 days 00:00:37.578000,0 days 00:00:21.372000,15.0,1,True
BEA,87,47.0,0 days 00:01:20.078000,3.0,MEDIUM,30.0,,,0 days 00:00:21.138000,0 days 00:00:37.733000,0 days 00:00:21.207000,15.0,1,True
BEA,87,48.0,0 days 00:01:18.965000,3.0,MEDIUM,31.0,,,0 days 00:00:20.266000,0 days 00:00:37.652000,0 days 00:00:21.047000,15.0,1,True
BEA,87,49.0,0 days 00:01:17.921000,3.0,MEDIUM,32.0,,,0 days 00:00:20.315000,0 days 00:00:36.641000,0 days 00:00:20.965000,15.0,1,True
BEA,87,50.0,0 days 00:01:19.103000,3.0,MEDIUM,33.0,,,0 days 00:00:20.512000,0 days 00:00:37.390000,0 days 00:00:21.201000,15.0,1,True
BEA,87,51.0,0 days 00:01:22.205000,3.0,MEDIUM,34.0,,,0 days 00:00:21.839000,0 days 00:00:37.780000,0 days 00:00:22.586000,15.0,1,True
BEA,87,52.0,0 days 00:01:19.988000,3.0,MEDIUM,35.0,,,0 days 00:00:20.695000,0 days 00:00:38.518000,0 days 00:00:20.775000,15.0,1,True
BEA,87,53.0,0 days 00:01:20.306000,3.0,MEDIUM,36.0,,,0 days 00:00:20.616000,0 days 00:00:37.214000,0 days 00:00:22.476000,15.0,1,True
BEA,87,54.0,0 days 00:01:18.820000,3.0,MEDIUM,37.0,,,0 days 00:00:20.245000,0 days 00:00:37.524000,0 days 00:00:21.051000,15.0,1,True
BEA,87,55.0,0 days 00:01:18.659000,3.0,MEDIUM,38.0,,,0 days 00:00:20.735000,0 days 00:00:36.824000,0 days 00:00:21.100000,15.0,1,True
BEA,87,56.0,0 days 00:01:18.306000,3.0,MEDIUM,39.0,,,0 days 00:00:20.347000,0 days 00:00:37.121000,0 days 00:00:20.838000,15.0,1,True
BEA,87,57.0,0 days 00:01:18.584000,3.0,MEDIUM,40.0,,,0 days 00:00:20.475000,0 days 00:00:37.088000,0 days 00:00:21.021000,15.0,1,True
BEA,87,58.0,0 days 00:01:18.038000,3.0,MEDIUM,41.0,,,0 days 00:00:20.201000,0 days 00:00:36.840000,0 days 00:00:20.997000,15.0,1,True
BEA,87,59.0,0 days 00:01:19.233000,3.0,MEDIUM,42.0,,,0 days 00:00:20.590000,0 days 00:00:37.407000,0 days 00:00:21.236000,15.0,1,True
BEA,87,60.0,0 days 00:01:18.669000,3.0,MEDIUM,43.0,,,0 days 00:00:20.399000,0 days 00:00:37.170000,0 days 00:00:21.100000,15.0,1,True
BEA,87,61.0,0 days 00:01:18.715000,3.0,MEDIUM,44.0,,,0 days 00:00:20.266000,0 days 00:00:37.091000,0 days 00:00:21.358000,15.0,1,True
BEA,87,62.0,0 days 00:01:18.364000,3.0,MEDIUM,45.0,,,0 days 00:00:20.141000,0 days 00:00:36.978000,0 days 00:00:21.245000,15.0,1,True
BEA,87,63.0,0 days 00:01:18.836000,3.0,MEDIUM,46.0,,,0 days 00:00:20.234000,0 days 00:00:37.064000,0 days 00:00:21.538000,15.0,1,True
BEA,87,64.0,0 days 00:01:18.404000,3.0,MEDIUM,47.0,,,0 days 00:00:20.408000,0 days 00:00:36.943000,0 days 00:00:21.053000,14.0,1,True
BEA,87,65.0,0 days 00:01:17.177000,3.0,MEDIUM,48.0,,,0 days 00:00:19.718000,0 days 00:00:36.758000,0 days 00:00:20.701000,14.0,1,True
BEA,87,66.0,0 days 00:01:17.748000,3.0,MEDIUM,49.0,,,0 days 00:00:20.154000,0 days 00:00:36.943000,0 days 00:00:20.651000,14.0,1,True
BEA,87,67.0,0 days 00:01:16.362000,3.0,MEDIUM,50.0,,,0 days 00:00:19.905000,0 days 00:00:36.395000,0 days 00:00:20.062000,14.0,1,True
BEA,87,68.0,0 days 00:01:17.602000,3.0,MEDIUM,51.0,,,0 days 00:00:20.684000,0 days 00:00:36.937000,0 days 00:00:19.981000,14.0,1,True
BEA,87,69.0,0 days 00:01:16.187000,3.0,MEDIUM,52.0,,,0 days 00:00:19.727000,0 days 00:00:36.228000,0 days 00:00:20.232000,13.0,1,True
BEA,87,70.0,0 days 00:01:16.663000,3.0,MEDIUM,53.0,,,0 days 00:00:20.099000,0 days 00:00:36.465000,0 days 00:00:20.099000,13.0,1,True
BEA,87,71.0,0 days 00:01:15.748000,3.0,MEDIUM,54.0,,,0 days 00:00:19.800000,0 days 00:00:36.160000,0 days 00:00:19.788000,13.0,1,True
BEA,87,72.0,0 days 00:01:15.427000,3.0,MEDIUM,55.0,,,0 days 00:00:19.724000,0 days 00:00:35.867000,0 days 00:00:19.836000,13.0,1,True
BEA,87,73.0,0 days 00:01:15.355000,3.0,MEDIUM,56.0,,,0 days 00:00:19.631000,0 days 00:00:35.894000,0 days 00:00:19.830000,12.0,1,True
BEA,87,74.0,0 days 00:01:15.365000,3.0,MEDIUM,57.0,,,0 days 00:00:19.528000,0 days 00:00:35.823000,0 days 00:00:20.014000,12.0,1,True
BEA,87,75.0,0 days 00:01:15.799000,3.0,MEDIUM,58.0,,,0 days 00:00:19.650000,0 days 00:00:36.177000,0 days 00:00:19.972000,12.0,1,True
BEA,87,76.0,0 days 00:01:17.224000,3.0,MEDIUM,59.0,,,0 days 00:00:19.742000,0 days 00:00:36.783000,0 days 00:00:20.699000,12.0,1,True
BOR,5,5.0,0 days 00:01:16.394000,2.0,HARD,4.0,,,0 days 00:00:20.236000,0 days 00:00:36.043000,0 days 00:00:20.115000,20.0,1,True
BOR,5,6.0,0 days 00:01:15.757000,2.0,HARD,5.0,,,0 days 00:00:19.917000,0 days 00:00:35.681000,0 days 00:00:20.159000,20.0,1,True
BOR,5,7.0,0 days 00:01:15.721000,2.0,HARD,6.0,,,0 days 00:00:19.917000,0 days 00:00:35.737000,0 days 00:00:20.067000,20.0,1,True
BOR,5,8.0,0 days 00:01:18.331000,2.0,HARD,7.0,,,0 days 00:00:19.866000,0 days 00:00:37.166000,0 days 00:00:21.299000,20.0,12,True
BOR,5,9.0,0 days 00:01:18.411000,2.0,HARD,8.0,,,0 days 00:00:19.887000,0 days 00:00:37.090000,0 days 00:00:21.434000,19.0,2,True
BOR,5,10.0,0 days 00:01:16.782000,2.0,HARD,9.0,,,0 days 00:00:19.881000,0 days 00:00:36.748000,0 days 00:00:20.153000,19.0,2,True
BOR,5,11.0,0 days 00:01:16.256000,2.0,HARD,10.0,,,0 days 00:00:19.890000,0 days 00:00:36.030000,0 days 00:00:20.336000,19.0,21,True
BOR,5,12.0,0 days 00:01:17.804000,2.0,HARD,11.0,,,0 days 00:00:20.254000,0 days 00:00:36.728000,0 days 00:00:20.822000,18.0,1,True
BOR,5,13.0,0 days 00:01:19.088000,2.0,HARD,12.0,,,0 days 00:00:20.471000,0 days 00:00:37.542000,0 days 00:00:21.075000,17.0,1,True
BOR,5,14.0,0 days 00:01:18.481000,2.0,HARD,13.0,,,0 days 00:00:20.638000,0 days 00:00:36.911000,0 days 00:00:20.932000,17.0,1,True
BOR,5,15.0,0 days 00:01:18.647000,2.0,HARD,14.0,,,0 days 00:00:20.490000,0 days 00:00:37.133000,0 days 00:00:21.024000,17.0,1,True
BOR,5,16.0,0 days 00:01:20.378000,2.0,HARD,15.0,,,0 days 00:00:20.827000,0 days 00:00:37.867000,0 days 00:00:21.684000,17.0,1,True
BOR,5,17.0,0 days 00:01:20.937000,2.0,HARD,16.0,,,0 days 00:00:21.182000,0 days 00:00:38.383000,0 days 00:00:21.372000,15.0,1,True
BOR,5,18.0,0 days 00:01:19.222000,2.0,HARD,17.0,,,0 days 00:00:20.512000,0 days 00:00:37.441000,0 days 00:00:21.269000,15.0,1,True
BOR,5,19.0,0 days 00:01:19.729000,2.0,HARD,18.0,,,0 days 00:00:20.945000,0 days 00:00:37.731000,0 days 00:00:21.053000,15.0,1,True
BOR,5,20.0,0 days 00:01:19.335000,2.0,HARD,19.0,,,0 days 00:00:20.689000,0 days 00:00:37.673000,0 days 00:00:20.973000,15.0,1,True
BOR,5,21.0,0 days 00:01:17.718000,2.0,HARD,20.0,,,0 days 00:00:20.308000,0 days 00:00:36.656000,0 days 00:00:20.754000,15.0,1,True
BOR,5,22.0,0 days 00:01:17.664000,2.0,HARD,21.0,,,0 days 00:00:20.356000,0 days 00:00:36.703000,0 days 00:00:20.605000,15.0,1,True
BOR,5,23.0,0 days 00:01:17.216000,2.0,HARD,22.0,,,0 days 00:00:20.213000,0 days 00:00:36.530000,0 days 00:00:20.473000,15.0,1,True
BOR,5,24.0,0 days 00:01:17.286000,2.0,HARD,23.0,,,0 days 00:00:20.201000,0 days 00:00:36.570000,0 days 00:00:20.515000,15.0,1,True
BOR,5,25.0,0 days 00:01:17.965000,2.0,HARD,24.0,,,0 days 00:00:20.141000,0 days 00:00:36.786000,0 days 00:00:21.038000,15.0,1,True
BOR,5,28.0,0 days 00:01:16.020000,3.0,SOFT,2.0,,,0 days 00:00:20.279000,0 days 00:00:35.746000,0 days 00:00:19.995000,18.0,1,True
BOR,5,29.0,0 days 00:01:15.193000,3.0,SOFT,3.0,,,0 days 00:00:19.618000,0 days 00:00:35.579000,0 days 00:00:19.996000,18.0,1,True
BOR,5,30.0,0 days 00:01:15.543000,3.0,SOFT,4.0,,,0 days 00:00:19.656000,0 days 00:00:35.734000,0 days 00:00:20.153000,18.0,1,True
BOR,5,31.0,0 days 00:01:18.214000,3.0,SOFT,5.0,,,0 days 00:00:19.816000,0 days 00:00:36.399000,0 days 00:00:21.999000,18.0,1,True
BOR,5,32.0,0 days 00:01:19.347000,3.0,SOFT,6.0,,,0 days 00:00:20.554000,0 days 00:00:37.426000,0 days 00:00:21.367000,18.0,1,True
BOR,5,33.0,0 days 00:01:19.276000,3.0,SOFT,7.0,,,0 days 00:00:22.023000,0 days 00:00:36.597000,0 days 00:00:20.656000,18.0,1,True
BOR,5,34.0,0 days 00:01:19.276000,3.0,SOFT,8.0,,,0 days 00:00:20.514000,0 days 00:00:37.529000,0 days 00:00:21.233000,18.0,1,True
BOR,5,37.0,0 days 00:01:14.884000,4.0,MEDIUM,2.0,,,0 days 00:00:19.720000,0 days 00:00:35.188000,0 days 00:00:19.976000,18.0,12,True
BOR,5,38.0,0 days 00:01:14.970000,4.0,MEDIUM,3.0,,,0 days 00:00:19.721000,0 days 00:00:35.317000,0 days 00:00:19.932000,18.0,1,True
BOR,5,39.0,0 days 00:01:15.888000,4.0,MEDIUM,4.0,,,0 days 00:00:19.829000,0 days 00:00:35.666000,0 days 00:00:20.393000,18.0,1,True
BOR,5,40.0,0 days 00:01:16.335000,4.0,MEDIUM,5.0,,,0 days 00:00:20.008000,0 days 00:00:35.836000,0 days 00:00:20.491000,18.0,1,True
BOR,5,41.0,0 days 00:01:16.847000,4.0,MEDIUM,6.0,,,0 days 00:00:19.929000,0 days 00:00:36.341000,0 days 00:00:20.577000,18.0,1,True
BOR,5,42.0,0 days 00:01:17.678000,4.0,MEDIUM,7.0,,,0 days 00:00:20.488000,0 days 00:00:36.582000,0 days 00:00:20.608000,18.0,1,True
BOR,5,43.0,0 days 00:01:17.037000,4.0,MEDIUM,8.0,,,0 days 00:00:20.040000,0 days 00:00:36.395000,0 days 00:00:20.602000,18.0,1,True
BOR,5,44.0,0 days 00:01:18.350000,4.0,MEDIUM,9.0,,,0 days 00:00:20.266000,0 days 00:00:36.985000,0 days 00:00:21.099000,17.0,1,True
BOR,5,45.0,0 days 00:01:18.458000,4.0,MEDIUM,10.0,,,0 days 00:00:20.242000,0 days 00:00:37.103000,0 days 00:00:21.113000,17.0,1,True
BOR,5,46.0,0 days 00:01:19.853000,4.0,MEDIUM,11.0,,,0 days 00:00:20.453000,0 days 00:00:38.296000,0 days 00:00:21.104000,17.0,1,True
BOR,5,47.0,0 days 00:01:20.127000,4.0,MEDIUM,12.0,,,0 days 00:00:20.664000,0 days 00:00:37.369000,0 days 00:00:22.094000,17.0,1,True
BOR,5,48.0,0 days 00:01:18.016000,4.0,MEDIUM,13.0,,,0 days 00:00:20.193000,0 days 00:00:36.798000,0 days 00:00:21.025000,17.0,1,True
BOR,5,49.0,0 days 00:01:18.411000,4.0,MEDIUM,14.0,,,0 days 00:00:20.471000,0 days 00:00:37.191000,0 days 00:00:20.749000,17.0,1,True
BOR,5,50.0,0 days 00:01:19.679000,4.0,MEDIUM,15.0,,,0 days 00:00:20.266000,0 days 00:00:38.417000,0 days 00:00:20.996000,17.0,1,True
BOR,5,51.0,0 days 00:01:20.698000,4.0,MEDIUM,16.0,,,0 days 00:00:20.568000,0 days 00:00:38.615000,0 days 00:00:21.515000,17.0,1,True
BOR,5,52.0,0 days 00:01:20.809000,4.0,MEDIUM,17.0,,,0 days 00:00:21.533000,0 days 00:00:37.901000,0 days 00:00:21.375000,17.0,1,True
BOR,5,53.0,0 days 00:01:19.965000,4.0,MEDIUM,18.0,,,0 days 00:00:20.329000,0 days 00:00:38.673000,0 days 00:00:20.963000,17.0,1,True
BOR,5,54.0,0 days 00:01:18.704000,4.0,MEDIUM,19.0,,,0 days 00:00:20.513000,0 days 00:00:37.061000,0 days 00:00:21.130000,17.0,1,True
BOR,5,55.0,0 days 00:01:18.823000,4.0,MEDIUM,20.0,,,0 days 00:00:20.735000,0 days 00:00:37.060000,0 days 00:00:21.028000,17.0,1,True
BOR,5,56.0,0 days 00:01:18.451000,4.0,MEDIUM,21.0,,,0 days 00:00:20.455000,0 days 00:00:37.056000,0 days 00:00:20.940000,17.0,1,True
BOR,5,57.0,0 days 00:01:18.438000,4.0,MEDIUM,22.0,,,0 days 00:00:20.193000,0 days 00:00:37.269000,0 days 00:00:20.976000,17.0,1,True
BOR,5,58.0,0 days 00:01:18.118000,4.0,MEDIUM,23.0,,,0 days 00:00:20.332000,0 days 00:00:36.847000,0 days 00:00:20.939000,17.0,1,True
BOR,5,59.0,0 days 00:01:18.997000,4.0,MEDIUM,24.0,,,0 days 00:00:20.239000,0 days 00:00:37.560000,0 days 00:00:21.198000,17.0,1,True
BOR,5,60.0,0 days 00:01:18.808000,4.0,MEDIUM,25.0,,,0 days 00:00:20.468000,0 days 00:00:37.197000,0 days 00:00:21.143000,17.0,1,True
BOR,5,61.0,0 days 00:01:18.797000,4.0,MEDIUM,26.0,,,0 days 00:00:20.266000,0 days 00:00:37.383000,0 days 00:00:21.148000,17.0,1,True
BOR,5,62.0,0 days 00:01:18.266000,4.0,MEDIUM,27.0,,,0 days 00:00:20.332000,0 days 00:00:37.062000,0 days 00:00:20.872000,17.0,1,True
BOR,5,63.0,0 days 00:01:18.906000,4.0,MEDIUM,28.0,,,0 days 00:00:20.231000,0 days 00:00:37.337000,0 days 00:00:21.338000,17.0,1,True
BOR,5,64.0,0 days 00:01:22.158000,4.0,MEDIUM,29.0,,,0 days 00:00:21.805000,0 days 00:00:38.571000,0 days 00:00:21.782000,16.0,1,True
BOR,5,65.0,0 days 00:01:18.960000,4.0,MEDIUM,30.0,,,0 days 00:00:21.527000,0 days 00:00:36.793000,0 days 00:00:20.640000,16.0,1,True
BOR,5,66.0,0 days 00:01:17.324000,4.0,MEDIUM,31.0,,,0 days 00:00:20.146000,0 days 00:00:36.520000,0 days 00:00:20.658000,16.0,1,True
BOR,5,67.0,0 days 00:01:17.412000,4.0,MEDIUM,32.0,,,0 days 00:00:20.085000,0 days 00:00:36.611000,0 days 00:00:20.716000,16.0,1,True
BOR,5,68.0,0 days 00:01:17.248000,4.0,MEDIUM,33.0,,,0 days 00:00:20.100000,0 days 00:00:36.578000,0 days 00:00:20.570000,16.0,1,True
BOR,5,69.0,0 days 00:01:16.985000,4.0,MEDIUM,34.0,,,0 days 00:00:19.931000,0 days 00:00:36.599000,0 days 00:00:20.455000,15.0,1,True
BOR,5,70.0,0 days 00:01:17.096000,4.0,MEDIUM,35.0,,,0 days 00:00:20.151000,0 days 00:00:36.533000,0 days 00:00:20.412000,15.0,1,True
BOR,5,71.0,0 days 00:01:16.484000,4.0,MEDIUM,36.0,,,0 days 00:00:19.858000,0 days 00:00:36.331000,0 days 00:00:20.295000,15.0,1,True
BOR,5,72.0,0 days 00:01:16.624000,4.0,MEDIUM,37.0,,,0 days 00:00:19.898000,0 days 00:00:36.245000,0 days 00:00:20.481000,15.0,1,True
BOR,5,73.0,0 days 00:01:16.774000,4.0,MEDIUM,38.0,,,0 days 00:00:19.775000,0 days 00:00:36.420000,0 days 00:00:20.579000,14.0,1,True
BOR,5,74.0,0 days 00:01:16.831000,4.0,MEDIUM,39.0,,,0 days 00:00:20.102000,0 days 00:00:36.386000,0 days 00:00:20.343000,14.0,1,True
BOR,5,75.0,0 days 00:01:16.681000,4.0,MEDIUM,40.0,,,0 days 00:00:19.963000,0 days 00:00:36.368000,0 days 00:00:20.350000,14.0,1,True
BOR,5,76.0,0 days 00:01:16.867000,4.0,MEDIUM,41.0,,,0 days 00:00:19.872000,0 days 00:00:36.360000,0 days 00:00:20.635000,14.0,1,True
COL,43,5.0,0 days 00:01:19.999000,1.0,HARD,5.0,,,0 days 00:00:20.959000,0 days 00:00:37.709000,0 days 00:00:21.331000,15.0,1,True
COL,43,6.0,0 days 00:01:20.746000,1.0,HARD,6.0,,,0 days 00:00:21.187000,0 days 00:00:37.873000,0 days 00:00:21.686000,15.0,1,True
COL,43,7.0,0 days 00:01:20.915000,1.0,HARD,7.0,,,0 days 00:00:21.251000,0 days 00:00:37.801000,0 days 00:00:21.863000,15.0,1,True
COL,43,8.0,0 days 00:01:20.987000,1.0,HARD,8.0,,,0 days 00:00:21.260000,0 days 00:00:38.026000,0 days 00:00:21.701000,15.0,12,True
COL,43,9.0,0 days 00:01:23.197000,1.0,HARD,9.0,,,0 days 00:00:21.020000,0 days 00:00:39.914000,0 days 00:00:22.263000,15.0,2,True
COL,43,10.0,0 days 00:01:21.709000,1.0,HARD,10.0,,,0 days 00:00:21.163000,0 days 00:00:38.877000,0 days 00:00:21.669000,15.0,2,True
COL,43,11.0,0 days 00:01:19.851000,1.0,HARD,11.0,,,0 days 00:00:20.995000,0 days 00:00:37.590000,0 days 00:00:21.266000,15.0,21,True
COL,43,12.0,0 days 00:01:19.827000,1.0,HARD,12.0,,,0 days 00:00:21.071000,0 days 00:00:37.383000,0 days 00:00:21.373000,14.0,1,True
COL,43,15.0,0 days 00:01:15.509000,2.0,MEDIUM,9.0,,,0 days 00:00:20.031000,0 days 00:00:35.484000,0 days 00:00:19.994000,19.0,1,True
COL,43,16.0,0 days 00:01:15.435000,2.0,MEDIUM,10.0,,,0 days 00:00:19.967000,0 days 00:00:35.484000,0 days 00:00:19.984000,19.0,1,True
COL,43,17.0,0 days 00:01:17.547000,2.0,MEDIUM,11.0,,,0 days 00:00:20.025000,0 days 00:00:36.508000,0 days 00:00:21.014000,17.0,1,True
COL,43,18.0,0 days 00:01:18.351000,2.0,MEDIUM,12.0,,,0 days 00:00:20.569000,0 days 00:00:37.021000,0 days 00:00:20.761000,17.0,1,True
COL,43,19.0,0 days 00:01:18.851000,2.0,MEDIUM,13.0,,,0 days 00:00:20.572000,0 days 00:00:37.322000,0 days 00:00:20.957000,17.0,1,True
COL,43,20.0,0 days 00:01:19.296000,2.0,MEDIUM,14.0,,,0 days 00:00:20.775000,0 days 00:00:37.347000,0 days 00:00:21.174000,17.0,1,True
COL,43,21.0,0 days 00:01:18.214000,2.0,MEDIUM,15.0,,,0 days 00:00:20.526000,0 days 00:00:36.855000,0 days 00:00:20.833000,17.0,1,True
COL,43,22.0,0 days 00:01:17.808000,2.0,MEDIUM,16.0,,,0 days 00:00:20.295000,0 days 00:00:36.786000,0 days 00:00:20.727000,17.0,1,True
COL,43,23.0,0 days 00:01:17.626000,2.0,MEDIUM,17.0,,,0 days 00:00:20.352000,0 days 00:00:36.630000,0 days 00:00:20.644000,17.0,1,True
COL,43,24.0,0 days 00:01:17.233000,2.0,MEDIUM,18.0,,,0 days 00:00:20.226000,0 days 00:00:36.489000,0 days 00:00:20.518000,17.0,1,True
COL,43,25.0,0 days 00:01:17.209000,2.0,MEDIUM,19.0,,,0 days 00:00:20.032000,0 days 00:00:36.647000,0 days 00:00:20.530000,17.0,1,True
COL,43,28.0,0 days 00:01:18.135000,3.0,MEDIUM,2.0,,,0 days 00:00:21.354000,0 days 00:00:36.628000,0 days 00:00:20.153000,19.0,1,True
COL,43,29.0,0 days 00:01:15.914000,3.0,MEDIUM,3.0,,,0 days 00:00:20.094000,0 days 00:00:35.638000,0 days 00:00:20.182000,19.0,1,True
COL,43,30.0,0 days 00:01:15.298000,3.0,MEDIUM,4.0,,,0 days 00:00:19.799000,0 days 00:00:35.484000,0 days 00:00:20.015000,19.0,1,True
