Driver,DriverNumber,LapNumber,LapTime,Stint,Compound,TyreLife,PitInTime,PitOutTime,Sector1Time,Sector2Time,Sector3Time,Position,TrackStatus,IsAccurate
VER,1,52.0,0 days 00:01:16.328000,2.0,MEDIUM,24.0,,,0 days 00:00:19.804000,0 days 00:00:36.130000,0 days 00:00:20.394000,1.0,1,True
VER,1,53.0,0 days 00:01:17.547000,2.0,MEDIUM,25.0,,,0 days 00:00:19.853000,0 days 00:00:37.060000,0 days 00:00:20.634000,1.0,1,True
VER,1,54.0,0 days 00:01:15.872000,2.0,MEDIUM,26.0,,,0 days 00:00:19.944000,0 days 00:00:36.007000,0 days 00:00:19.921000,1.0,1,True
VER,1,55.0,0 days 00:01:15.620000,2.0,MEDIUM,27.0,,,0 days 00:00:19.683000,0 days 00:00:36.003000,0 days 00:00:19.934000,1.0,1,True
VER,1,56.0,0 days 00:01:15.330000,2.0,MEDIUM,28.0,,,0 days 00:00:19.636000,0 days 00:00:35.810000,0 days 00:00:19.884000,1.0,1,True
VER,1,57.0,0 days 00:01:15.418000,2.0,MEDIUM,29.0,,,0 days 00:00:19.747000,0 days 00:00:35.825000,0 days 00:00:19.846000,1.0,1,True
VER,1,58.0,0 days 00:01:15.247000,2.0,MEDIUM,30.0,,,0 days 00:00:19.544000,0 days 00:00:35.890000,0 days 00:00:19.813000,1.0,1,True
VER,1,59.0,0 days 00:01:15.350000,2.0,MEDIUM,31.0,,,0 days 00:00:19.588000,0 days 00:00:35.921000,0 days 00:00:19.841000,1.0,1,True
VER,1,60.0,0 days 00:01:15.088000,2.0,MEDIUM,32.0,,,0 days 00:00:19.610000,0 days 00:00:35.657000,0 days 00:00:19.821000,1.0,1,True
VER,1,61.0,0 days 00:01:15.064000,2.0,MEDIUM,33.0,,,0 days 00:00:19.641000,0 days 00:00:35.644000,0 days 00:00:19.779000,1.0,1,True
VER,1,62.0,0 days 00:01:15.130000,2.0,MEDIUM,34.0,,,0 days 00:00:19.451000,0 days 00:00:35.860000,0 days 00:00:19.819000,1.0,1,True
VER,1,63.0,0 days 00:01:15.088000,2.0,MEDIUM,35.0,,,0 days 00:00:19.516000,0 days 00:00:35.850000,0 days 00:00:19.722000,1.0,1,True
VER,1,64.0,0 days 00:01:15.240000,2.0,MEDIUM,36.0,,,0 days 00:00:19.466000,0 days 00:00:36.021000,0 days 00:00:19.753000,1.0,1,True
VER,1,65.0,0 days 00:01:15.122000,2.0,MEDIUM,37.0,,,0 days 00:00:19.503000,0 days 00:00:35.887000,0 days 00:00:19.732000,1.0,1,True
VER,1,66.0,0 days 00:01:15.214000,2.0,MEDIUM,38.0,,,0 days 00:00:19.485000,0 days 00:00:35.975000,0 days 00:00:19.754000,1.0,1,True
VER,1,67.0,0 days 00:01:15.551000,2.0,MEDIUM,39.0,,,0 days 00:00:19.662000,0 days 00:00:35.956000,0 days 00:00:19.933000,1.0,1,True
VER,1,68.0,0 days 00:01:16.273000,2.0,MEDIUM,40.0,,,0 days 00:00:19.739000,0 days 00:00:36.508000,0 days 00:00:20.026000,1.0,1,True
VER,1,69.0,0 days 00:01:16.063000,2.0,MEDIUM,41.0,,,0 days 00:00:19.746000,0 days 00:00:36.449000,0 days 00:00:19.868000,1.0,1,True
VER,1,70.0,0 days 00:01:15.812000,2.0,MEDIUM,42.0,,,0 days 00:00:19.745000,0 days 00:00:36.327000,0 days 00:00:19.740000,1.0,1,True
VER,1,71.0,0 days 00:01:16.058000,2.0,MEDIUM,43.0,,,0 days 00:00:19.778000,0 days 00:00:36.396000,0 days 00:00:19.884000,1.0,1,True
VER,1,72.0,0 days 00:01:16.072000,2.0,MEDIUM,44.0,,,0 days 00:00:19.879000,0 days 00:00:36.242000,0 days 00:00:19.951000,1.0,1,True
VER,1,73.0,0 days 00:01:16.221000,2.0,MEDIUM,45.0,,,0 days 00:00:19.818000,0 days 00:00:36.413000,0 days 00:00:19.990000,1.0,1,True
VER,1,74.0,0 days 00:01:16.349000,2.0,MEDIUM,46.0,,,0 days 00:00:20.007000,0 days 00:00:36.387000,0 days 00:00:19.955000,1.0,1,True
VER,1,75.0,0 days 00:01:16.344000,2.0,MEDIUM,47.0,,,0 days 00:00:19.870000,0 days 00:00:36.434000,0 days 00:00:20.040000,1.0,1,True
VER,1,76.0,0 days 00:01:16.468000,2.0,MEDIUM,48.0,,,0 days 00:00:19.865000,0 days 00:00:36.470000,0 days 00:00:20.133000,1.0,1,True
